frame,value
0,2
0,4
0,4
0.001232,4
0.001232,4
0.001232,4
0.002913,4
0.002913,4
0.003954,4
0.003954,4
0.003954,4
0.005301,4
0.005301,4
0.005301,4
0.005301,4
0.006909,4
0.006909,4
0.006909,4
0.006909,4
0.006909,4
0.008056,4
0.008056,4
0.008056,4
0.008056,4
0.008056,4
0.00925,4
0.00925,4
0.00925,4
0.00925,4
0.010276,4
0.010276,4
0.010276,4
0.010276,4
0.010276,4
0.011419,4
0.011419,4
0.011419,4
0.011419,4
0.011419,4
0.012429,4
0.012429,4
0.012429,4
0.012429,4
0.012429,4
0.012429,4
0.013479,4
0.013479,4
0.013479,4
0.013479,4
0.013479,4
0.013479,4
0.014611,4
0.014611,4
0.014611,4
0.014611,4
0.014611,4
0.014611,4
0.015764,4
0.015764,4
0.015764,4
0.015764,4
0.015764,4
0.015764,4
0.015764,4
0.016846,4
0.016846,4
0.016846,4
0.016846,4
0.016846,4
0.016846,4
0.016846,4
0.017926,4
0.017926,4
0.017926,4
0.017926,4
0.017926,4
0.017926,4
0.018978,4
0.018978,4
0.018978,4
0.018978,4
0.018978,4
0.018978,4
0.018978,4
0.018978,4
0.018978,4
0.020059,4
0.020059,4
0.020059,4
0.020059,4
0.020059,4
0.020059,4
0.020059,4
0.020059,4
0.021145,4
0.021145,4
0.021145,4
0.021145,4
0.021145,4
0.021145,4
0.02221,4
0.02221,4
0.02221,4
0.02221,4
0.02221,4
0.02221,4
0.02221,4
0.02221,4
0.02324,4
0.02324,4
0.02324,5
0.02324,4
0.02324,4
0.02324,4
0.02324,4
0.024262,4
0.024262,5
0.024262,5
0.024262,5
0.024262,5
0.024262,5
0.024262,5
0.025481,4
0.025481,5
0.025481,5
0.025481,5
0.025481,5
0.025481,5
0.026558,4
0.026558,5
0.026558,5
0.026558,5
0.026558,5
0.026558,5
0.026558,5
0.027632,4
0.027632,5
0.027632,5
0.027632,5
0.027632,5
0.027632,5
0.028688,4
0.028688,5
0.028688,5
0.028688,5
0.028688,5
0.028688,5
0.028688,5
0.029867,4
0.029867,5
0.029867,5
0.029867,5
0.029867,5
0.029867,5
0.029867,5
0.029867,5
0.031126,4
0.031126,5
0.031126,5
0.031126,5
0.031126,5
0.031126,5
0.032138,4
0.032138,5
0.032138,5
0.032138,5
0.032138,5
0.032138,5
0.032138,5
0.032138,5
0.032138,5
0.033199,4
0.033199,5
0.033199,5
0.033199,5
0.033199,5
0.033199,5
0.033199,5
0.033199,5
0.034199,4
0.034199,5
0.034199,5
0.034199,5
0.034199,5
0.034199,5
0.034199,5
0.034199,5
0.034199,5
0.03521,4
0.03521,5
0.03521,5
0.03521,5
0.03521,5
0.03521,5
0.03521,5
0.03521,5
0.036225,4
0.036225,5
0.036225,5
0.036225,5
0.036225,5
0.036225,5
0.036225,5
0.036225,5
0.037229,4
0.037229,5
0.037229,5
0.037229,5
0.037229,5
0.037229,5
0.037229,5
0.037229,5
0.037229,5
0.037229,5
0.038334,4
0.038334,5
0.038334,5
0.038334,5
0.038334,5
0.038334,5
0.038334,5
0.038334,5
0.038334,5
0.038334,5
0.038334,5
0.039434,4
0.039434,5
0.039434,5
0.039434,5
0.039434,5
0.039434,5
0.039434,5
0.039434,5
0.039434,5
0.039434,5
0.040467,4
0.040467,5
0.040467,5
0.040467,5
0.040467,5
0.040467,5
0.040467,5
0.040467,5
0.040467,5
0.040467,5
0.041529,5
0.041529,5
0.041529,5
0.041529,5
0.041529,5
0.041529,5
0.041529,5
0.041529,5
0.041529,5
0.041529,5
0.042562,5
0.042562,5
0.042562,5
0.042562,5
0.042562,5
0.042562,5
0.042562,5
0.042562,5
0.042562,5
0.042562,5
0.042562,5
0.043627,5
0.043627,5
0.043627,5
0.043627,5
0.043627,5
0.043627,5
0.043627,5
0.043627,5
0.043627,5
0.043627,5
0.043627,5
0.044685,5
0.044685,5
0.044685,5
0.044685,5
0.044685,5
0.044685,5
0.044685,5
0.044685,5
0.044685,5
0.044685,5
0.045718,5
0.045718,5
0.045718,5
0.045718,5
0.045718,5
0.045718,5
0.045718,5
0.045718,5
0.045718,5
0.045718,5
0.045718,5
0.046844,5
0.046844,5
0.046844,5
0.046844,5
0.046844,5
0.046844,5
0.046844,5
0.046844,5
0.046844,5
0.046844,5
0.048064,5
0.048064,5
0.048064,5
0.048064,5
0.048064,5
0.048064,5
0.048064,5
0.048064,5
0.048064,5
0.048064,5
0.04925,5
0.04925,5
0.04925,5
0.04925,5
0.04925,5
0.04925,5
0.04925,5
0.04925,5
0.04925,5
0.04925,5
0.050399,5
0.050399,5
0.050399,5
0.050399,5
0.050399,5
0.050399,5
0.050399,5
0.050399,5
0.050399,5
0.051428,5
0.051428,5
0.051428,5
0.051428,5
0.051428,5
0.051428,5
0.051428,5
0.051428,5
0.051428,5
0.051428,5
0.051428,5
0.052636,5
0.052636,5
0.052636,5
0.052636,5
0.052636,5
0.052636,5
0.052636,5
0.052636,5
0.053724,5
0.053724,5
0.053724,5
0.053724,5
0.053724,5
0.053724,5
0.053724,5
0.053724,5
0.054819,5
0.054819,5
0.054819,5
0.054819,5
0.054819,5
0.054819,5
0.054819,5
0.054819,5
0.056016,5
0.056016,5
0.056016,5
0.056016,5
0.056016,5
0.056016,5
0.056016,5
0.056016,5
0.056016,5
0.057333,5
0.057333,5
0.057333,5
0.057333,5
0.057333,5
0.057333,5
0.057333,5
0.057333,5
0.057333,5
0.058571,5
0.058571,5
0.058571,5
0.058571,5
0.058571,5
0.058571,5
0.058571,5
0.058571,5
0.059576,5
0.059576,5
0.059576,5
0.059576,5
